GEMS,F850,e_F850,Re,e_Re,n,e_n,b/a,e_b/a,PA,f1,f2,RAJ2000,DEJ2000
J033130.11-273503.3,24.61,0.14,11.22,0.15,0.3,0.32,0.551,0.068,18.2,1,0,52.875478,-27.58426
J033131.10-273503.9,25.52,0.12,3.85,0.14,0.74,0.29,0.972,0.064,-54.7,1,0,52.879599,-27.584411
J033130.05-273503.5,25.48,0.06,3.04,0.07,0.69,0.19,0.13,0.037,-39.0,1,0,52.875192,-27.584297
J033124.46-273502.7,25.46,0.09,3.7,0.11,0.2,0.25,0.266,0.054,50.0,0,0,52.851903,-27.584077
J033128.44-273502.0,23.95,0.13,12.8,0.14,0.81,0.3,0.486,0.065,30.5,1,1,52.868511,-27.583878
J033127.80-273501.7,24.63,0.01,0.3,0.1,0.2,0.36,0.506,0.001,-25.2,0,0,52.865848,-27.583805
J033118.97-273501.0,24.34,0.18,15.0,0.21,1.7,0.48,0.519,0.067,77.2,1,1,52.829057,-27.58362
J033119.79-273500.9,24.47,0.12,15.67,0.14,0.61,0.29,0.149,0.064,57.9,1,1,52.832448,-27.583583
J033123.46-273501.3,25.58,0.1,4.04,0.12,1.02,0.27,0.309,0.058,78.7,1,0,52.847732,-27.58369
J033118.23-273459.5,24.73,0.09,4.84,0.12,1.4,0.33,0.367,0.054,-3.6,1,1,52.825968,-27.583198
J033128.32-273459.8,25.42,0.07,3.62,0.09,1.44,0.27,0.157,0.044,-73.2,1,0,52.867997,-27.583264
J033123.73-273459.2,23.35,0.67,138.29,0.5,8.0,1.29,0.277,0.079,70.5,0,0,52.848862,-27.583114
J033120.48-273459.0,24.98,0.06,3.32,0.11,8.0,0.53,0.196,0.031,-47.8,0,0,52.835322,-27.583066
J033129.86-273458.6,25.46,0.13,6.43,0.15,1.19,0.34,0.465,0.064,45.5,1,0,52.874401,-27.582932
J033129.13-273455.9,24.08,0.01,0.32,0.01,5.66,0.03,0.092,0.011,26.4,1,0,52.871363,-27.582189
J033130.89-273455.7,24.55,0.11,5.38,0.14,1.92,0.43,0.487,0.053,-0.6,1,1,52.878708,-27.582127
J033130.42-273454.7,25.55,0.06,6.33,0.07,0.38,0.19,0.028,0.037,-4.1,1,0,52.876755,-27.581853
J033122.53-273454.0,25.49,0.08,4.75,0.1,1.52,0.31,0.116,0.048,37.8,1,0,52.843865,-27.581656
J033124.15-273453.7,23.94,0.52,43.27,0.48,8.0,1.14,0.417,0.071,77.6,0,0,52.850609,-27.581575
J033119.62-273453.5,25.25,0.13,7.82,0.14,0.41,0.3,0.372,0.065,-60.0,1,0,52.831768,-27.581523
J033130.58-273453.5,25.21,0.12,11.71,0.16,2.18,0.49,0.073,0.052,59.5,1,0,52.877428,-27.581539
J033132.05-273453.1,24.66,0.31,19.34,0.34,8.0,1.01,0.245,0.053,-51.8,0,0,52.883534,-27.581419
J033132.36-273452.3,23.34,0.24,28.96,0.26,1.97,0.58,0.633,0.072,-66.0,1,1,52.884817,-27.581203
J033123.57-273451.7,23.92,0.17,8.61,0.24,6.47,0.84,0.662,0.039,-27.1,1,0,52.848201,-27.581014
J033126.82-273451.7,25.22,0.12,7.05,0.14,0.48,0.29,0.405,0.064,72.5,1,0,52.861733,-27.58104
J033126.60-273449.3,23.99,0.13,16.87,0.14,0.98,0.3,0.292,0.066,7.0,1,1,52.860846,-27.580361
J033119.46-273448.3,22.69,0.65,282.55,0.5,8.0,1.28,0.109,0.078,53.7,0,0,52.831104,-27.580085
J033128.98-273447.5,25.0,0.13,6.64,0.14,0.62,0.3,0.746,0.066,31.0,1,0,52.870732,-27.579875
J033132.15-273444.1,24.24,0.29,14.48,0.33,8.0,1.0,0.57,0.052,-54.7,0,0,52.88397,-27.578909
J033124.90-273431.0,24.48,0.13,9.39,0.15,1.14,0.32,0.487,0.064,12.2,1,1,52.853751,-27.57528
J033118.81-273419.8,25.46,0.05,3.12,0.06,0.77,0.17,0.093,0.031,66.3,1,0,52.828359,-27.572173
J033129.23-273436.8,25.0,0.1,3.21,0.14,2.21,0.46,0.602,0.048,69.7,1,0,52.871787,-27.576896
J033120.48-273426.0,24.45,0.15,9.94,0.2,2.91,0.64,0.326,0.048,-59.1,1,1,52.835325,-27.573899
J033128.72-273429.3,25.47,0.1,3.26,0.13,1.17,0.3,0.597,0.058,36.5,1,0,52.869664,-27.574799
J033120.98-273441.4,25.24,0.13,6.06,0.15,0.2,0.31,0.818,0.067,-10.8,0,0,52.837415,-27.57817
J033131.02-273435.0,25.08,0.09,2.81,0.13,2.22,0.46,0.708,0.048,18.6,1,0,52.879236,-27.576389
J033123.88-273425.7,23.86,0.17,27.43,0.21,2.21,0.56,0.14,0.059,85.5,1,1,52.849513,-27.573813
J033127.10-273441.4,24.31,0.45,32.53,0.43,4.5,1.11,0.32,0.064,63.7,1,0,52.862905,-27.578156
J033124.29-273435.4,25.5,0.1,3.52,0.13,0.2,0.27,0.625,0.061,-47.3,0,0,52.851228,-27.576513
J033132.19-273430.7,25.16,0.1,3.29,0.16,3.08,0.62,0.556,0.044,-13.3,1,0,52.884141,-27.575182
J033130.71-273437.9,24.25,0.21,20.79,0.25,2.71,0.69,0.219,0.058,-82.3,1,0,52.877951,-27.577181
J033118.12-273419.7,24.78,0.1,3.31,0.17,5.52,0.76,0.702,0.037,77.4,1,0,52.825498,-27.572139
J033118.64-273441.4,24.56,0.14,13.92,0.16,0.78,0.32,0.377,0.068,-0.8,1,1,52.827672,-27.578162
J033120.95-273439.1,24.91,0.12,5.71,0.14,0.94,0.29,0.741,0.064,-44.2,1,1,52.837302,-27.577537
J033127.87-273439.6,23.84,0.18,20.35,0.21,2.14,0.56,0.327,0.061,-10.0,1,1,52.866133,-27.57766
J033129.45-273440.9,25.04,0.09,3.41,0.11,0.8,0.26,0.572,0.057,-36.1,1,0,52.872708,-27.57802
J033125.79-273440.2,23.89,0.19,15.89,0.21,1.66,0.48,0.752,0.068,-36.9,1,1,52.857471,-27.57783
J033124.50-273427.1,25.48,0.1,4.21,0.13,0.35,0.27,0.463,0.061,7.1,1,0,52.852099,-27.574188
J033127.09-273438.5,24.86,0.03,3.44,0.05,6.4,0.35,0.048,0.021,51.4,1,0,52.862884,-27.577365
J033122.33-273439.3,24.82,0.08,2.97,0.1,1.53,0.3,0.504,0.046,-2.9,1,0,52.843035,-27.577578
J033124.01-273435.4,24.92,0.1,3.98,0.12,1.08,0.28,0.493,0.057,-15.1,1,1,52.850056,-27.576503
J033129.80-273431.5,25.12,0.13,7.76,0.14,1.02,0.3,0.447,0.065,54.7,1,0,52.874154,-27.57541
J033127.16-273442.2,24.88,0.09,3.92,0.14,2.53,0.49,0.396,0.045,-76.9,1,0,52.863164,-27.578388
J033118.48-273433.0,24.41,0.14,5.72,0.2,3.67,0.75,0.637,0.041,-64.6,1,1,52.826997,-27.575842
J033127.83-273436.6,24.73,0.08,2.4,0.1,0.52,0.24,0.953,0.051,9.9,1,0,52.865968,-27.576832
J033128.49-273439.8,25.61,0.11,5.72,0.19,7.44,0.79,0.14,0.038,-19.2,1,0,52.868693,-27.577728
J033123.71-273439.0,25.56,0.01,0.3,0.08,1.92,0.33,0.114,0.001,-79.2,0,0,52.848802,-27.577493
J033122.34-273425.1,25.21,0.11,3.8,0.15,2.14,0.47,0.563,0.051,-65.8,1,0,52.843065,-27.573648
J033123.75-273427.8,24.91,0.16,6.13,0.23,3.94,0.82,0.488,0.039,56.9,1,0,52.84896,-27.574398
J033122.75-273421.3,24.1,0.14,7.0,0.21,8.0,0.81,0.589,0.038,-79.8,0,0,52.844787,-27.572593
J033130.02-273434.9,22.91,0.69,355.85,0.51,8.0,1.31,0.076,0.08,67.0,0,0,52.875082,-27.576372
J033123.56-273430.4,25.52,0.1,4.29,0.13,0.2,0.28,0.45,0.061,-78.3,0,0,52.848146,-27.575112
J033122.70-273423.3,24.15,0.55,45.33,0.49,8.0,1.17,0.43,0.072,39.3,0,0,52.844598,-27.573139
J033124.06-273442.5,25.74,0.08,2.9,0.1,0.2,0.24,0.292,0.053,70.5,0,0,52.850238,-27.57846
J033125.23-273420.2,24.43,0.12,13.05,0.16,2.01,0.46,0.129,0.053,-65.6,1,1,52.855122,-27.572291
J033121.05-273421.0,21.85,0.78,303.89,0.52,6.07,1.41,0.685,0.085,-74.9,1,0,52.837713,-27.572499
J033129.09-273435.1,25.02,0.12,8.8,0.14,0.71,0.29,0.305,0.064,78.0,1,0,52.871197,-27.576425
J033133.19-273724.7,23.38,0.07,4.79,0.09,1.36,0.28,0.694,0.047,-38.7,1,1,52.888294,-27.623523
J033133.16-273722.9,23.52,0.09,5.7,0.11,0.2,0.25,0.664,0.054,-38.6,1,1,52.888178,-27.623021
J033133.38-273713.0,22.28,0.13,13.8,0.18,2.62,0.57,0.833,0.049,-55.9,1,1,52.889104,-27.620273
J033132.98-273704.3,23.45,0.21,24.91,0.24,2.52,0.66,0.372,0.061,0.6,1,1,52.887407,-27.617872
J033133.18-273656.4,23.17,0.13,16.26,0.15,1.12,0.32,0.598,0.064,64.2,1,1,52.888243,-27.615657
J033133.38-273644.7,21.48,0.11,38.91,0.13,1.08,0.29,0.291,0.062,-45.9,1,1,52.889074,-27.612403
J033132.90-273625.1,24.5,0.1,6.51,0.12,0.89,0.27,0.391,0.06,69.3,1,1,52.887087,-27.606974
J033133.34-273556.1,23.09,0.08,5.65,0.11,2.28,0.4,0.663,0.042,-1.1,1,1,52.888899,-27.598926
J033133.37-273546.4,24.52,0.09,3.38,0.11,1.24,0.29,0.781,0.053,46.7,1,1,52.889041,-27.596225
J033133.03-273534.4,22.6,0.13,18.99,0.15,1.26,0.35,0.724,0.063,-46.2,1,1,52.887629,-27.592878
J033132.76-273518.9,21.33,0.09,27.78,0.12,0.5,0.27,0.268,0.058,56.8,1,1,52.886485,-27.588595
J033132.99-273520.1,22.98,0.1,14.99,0.12,0.78,0.27,0.323,0.06,50.0,1,1,52.88744,-27.588918
J033132.85-273502.8,22.43,0.14,24.36,0.15,0.79,0.32,0.865,0.068,-72.9,1,1,52.886876,-27.584102
J033133.39-273720.8,24.71,0.22,9.97,0.28,5.23,0.91,0.421,0.046,13.1,1,0,52.889127,-27.622442
J033133.45-273631.2,24.14,0.34,28.6,0.36,8.0,1.04,0.22,0.055,30.0,0,0,52.889359,-27.608671
J033132.85-273603.7,23.45,0.14,17.87,0.16,0.52,0.32,0.681,0.069,-19.3,1,1,52.886869,-27.601037
J033133.01-273552.8,24.65,0.1,4.65,0.12,0.34,0.27,0.607,0.059,80.3,1,0,52.88755,-27.59799
J033133.08-273527.5,24.44,0.1,7.22,0.13,1.38,0.34,0.327,0.057,-58.3,1,1,52.887834,-27.590983
J033132.97-273505.1,23.9,0.15,19.18,0.18,1.68,0.44,0.235,0.061,-1.5,1,1,52.887358,-27.584739
J033132.90-273449.9,25.01,0.11,7.4,0.13,0.22,0.28,0.269,0.062,45.4,1,0,52.887094,-27.580535
J033259.77-275136.0,23.41,0.08,6.11,0.1,0.83,0.24,0.507,0.051,76.1,1,1,53.249045,-27.860009
J033259.80-275153.4,23.3,0.1,11.66,0.12,0.52,0.27,0.421,0.06,42.8,1,1,53.249182,-27.864844
J033259.21-275154.0,22.92,0.07,7.03,0.09,1.24,0.26,0.488,0.047,-71.6,1,1,53.246702,-27.864998
J033259.78-275223.3,23.07,0.11,15.42,0.13,0.84,0.28,0.411,0.062,18.8,1,1,53.249096,-27.873141
J033259.48-275219.0,23.82,0.1,11.03,0.13,1.14,0.3,0.251,0.059,-61.5,1,1,53.247839,-27.871934
J033258.71-275206.3,23.02,0.07,6.0,0.09,1.26,0.25,0.514,0.045,37.5,1,1,53.244621,-27.868407
J033257.59-275128.4,22.98,0.07,7.05,0.09,1.33,0.26,0.391,0.045,34.9,1,1,53.239978,-27.857881
J033255.63-275126.2,15.15,0.01,0.3,0.01,5.4,0.01,0.98,0.011,-85.3,0,0,53.231794,-27.85727
J033257.66-275129.7,23.7,0.1,6.23,0.14,2.64,0.52,0.501,0.045,36.4,1,1,53.240229,-27.858249
J033257.53-275131.1,24.14,0.1,5.08,0.12,1.22,0.31,0.71,0.057,-40.3,1,1,53.239718,-27.858637
J033259.20-275237.7,23.19,0.06,4.67,0.08,1.62,0.27,0.56,0.039,68.6,1,1,53.246649,-27.877137
J033259.60-275255.2,22.72,0.1,20.08,0.12,0.58,0.27,0.174,0.059,65.6,1,1,53.248346,-27.882003
J033257.95-275200.1,21.31,0.12,18.01,0.19,8.0,0.79,0.755,0.038,-29.8,0,0,53.241448,-27.866708
J033258.25-275233.1,21.23,0.12,27.17,0.15,1.37,0.35,0.851,0.06,81.0,1,1,53.242721,-27.875864
J033258.02-275222.2,22.94,0.01,0.3,0.15,0.52,0.74,0.086,0.001,37.8,0,0,53.241747,-27.872845
J033256.28-275133.3,22.53,0.12,20.79,0.14,1.17,0.32,0.513,0.063,9.5,1,1,53.234482,-27.859263
J033257.10-275212.0,21.99,0.1,11.7,0.12,0.83,0.27,0.927,0.058,-24.1,1,1,53.237899,-27.870002
J033259.10-275320.7,23.79,0.1,7.2,0.12,1.19,0.3,0.5,0.057,60.6,1,1,53.24625,-27.889084
J033258.44-275310.9,23.54,0.1,9.78,0.12,0.7,0.27,0.324,0.058,22.8,1,1,53.243479,-27.886348
J033257.84-275352.9,15.41,0.01,0.3,0.01,4.56,0.01,0.875,0.011,-81.4,1,0,53.241016,-27.898024
J033256.16-275155.4,23.74,0.1,11.94,0.12,0.26,0.27,0.193,0.059,-35.8,1,1,53.233979,-27.86539
J033255.78-275145.4,21.22,0.01,0.3,0.02,3.28,0.04,0.004,0.001,4.2,0,0,53.232415,-27.862616
J033257.78-275310.9,18.7,0.01,0.3,0.2,0.75,1.17,0.105,0.001,-56.0,0,0,53.240741,-27.886374
J033257.98-275322.5,22.35,0.11,15.56,0.13,0.81,0.28,0.804,0.062,-79.2,1,1,53.241587,-27.889574
J033258.43-275337.1,23.99,0.11,13.19,0.13,0.31,0.28,0.222,0.062,83.0,1,1,53.243447,-27.893632
J033257.93-275325.3,24.04,0.05,3.23,0.07,1.53,0.23,0.357,0.032,48.0,1,1,53.241387,-27.890369
J033255.07-275151.9,23.64,0.13,9.69,0.19,2.85,0.61,0.533,0.047,3.6,1,1,53.22946,-27.864408
J033256.65-275316.5,19.88,0.03,9.33,0.06,1.79,0.16,0.755,0.02,-79.3,1,1,53.236061,-27.887915
J033256.71-275319.1,21.33,0.05,10.6,0.07,1.65,0.24,0.414,0.032,-87.8,1,1,53.236287,-27.888646
J033255.51-275236.1,23.79,0.09,6.42,0.12,1.18,0.3,0.518,0.056,-27.0,1,1,53.231299,-27.876687
J033256.27-275319.1,23.34,0.06,3.66,0.08,1.75,0.28,0.732,0.037,-73.7,1,1,53.234441,-27.888652
J033253.60-275144.8,22.3,0.14,27.44,0.15,0.98,0.31,0.68,0.067,86.3,1,1,53.223348,-27.862435
J033255.08-275248.1,22.46,0.1,11.32,0.12,0.76,0.27,0.831,0.06,-81.2,1,1,53.229482,-27.880014
J033255.87-275328.0,21.52,0.11,27.91,0.13,0.43,0.28,0.581,0.063,32.0,1,1,53.232781,-27.891115
J033254.28-275232.7,22.21,0.08,16.58,0.1,0.77,0.25,0.248,0.053,-7.2,1,1,53.226146,-27.875742
J033255.65-275322.9,22.31,0.08,15.57,0.1,1.01,0.24,0.236,0.052,-23.4,1,1,53.231883,-27.889707
J033255.88-275340.7,23.59,0.12,11.76,0.14,0.2,0.29,0.585,0.064,11.7,0,0,53.232829,-27.89463
J033253.51-275217.7,22.77,0.14,16.08,0.16,1.46,0.39,0.849,0.062,9.5,1,1,53.222945,-27.871578
J033253.55-275220.0,23.7,0.1,9.8,0.12,0.43,0.27,0.372,0.06,-35.3,1,1,53.223126,-27.872211
J033256.08-275352.0,23.6,0.11,13.63,0.13,0.71,0.28,0.354,0.063,51.5,1,1,53.233662,-27.897769
J033253.31-275211.8,23.71,0.01,0.34,0.02,5.28,0.15,0.776,0.012,-0.6,1,0,53.222145,-27.869944
J033255.68-275345.8,22.46,0.11,21.65,0.14,1.33,0.34,0.342,0.059,50.1,1,1,53.231984,-27.896054
J033253.37-275224.9,24.18,0.1,12.08,0.13,0.2,0.27,0.184,0.061,-12.7,0,0,53.222366,-27.873575
J033252.85-275207.9,22.87,0.08,6.38,0.11,2.3,0.39,0.587,0.042,25.1,1,1,53.220205,-27.868857
J033253.62-275259.3,24.09,0.1,4.3,0.15,2.67,0.56,0.952,0.047,20.8,1,1,53.223415,-27.883145
J033253.89-275354.0,18.25,0.1,83.55,0.13,1.77,0.4,0.517,0.052,-59.6,1,1,53.224557,-27.898324
J033252.67-275237.1,23.84,0.1,7.71,0.13,0.52,0.28,0.664,0.061,76.0,1,1,53.219456,-27.876965
J033254.32-275337.8,24.11,0.1,6.44,0.12,1.07,0.28,0.474,0.058,47.8,1,1,53.226349,-27.893845
J033251.28-275152.1,23.03,0.11,11.75,0.13,1.03,0.28,0.748,0.062,-39.9,1,1,53.213658,-27.864476
J033253.65-275319.0,23.71,0.09,5.89,0.12,0.58,0.27,0.674,0.058,-80.0,1,1,53.223528,-27.888605
J033253.39-275321.9,18.79,0.01,0.3,0.17,1.36,0.98,0.115,0.001,-63.1,0,0,53.222444,-27.88942
J033253.44-275321.3,21.2,0.01,0.3,0.17,1.24,1.0,0.017,0.001,-53.5,0,0,53.222661,-27.889257
J033252.89-275306.8,18.75,0.01,0.3,0.22,0.95,1.32,0.028,0.001,-45.9,0,0,53.220359,-27.885226
J033252.67-275255.8,23.01,0.3,21.83,0.34,4.72,1.01,0.841,0.053,33.9,1,0,53.219471,-27.882172
J033252.94-275309.8,22.61,0.09,10.38,0.11,0.38,0.25,0.479,0.055,-0.6,1,1,53.220599,-27.886065
J033250.71-275151.4,22.79,0.13,12.92,0.18,2.44,0.54,0.727,0.051,-79.4,1,1,53.211307,-27.864273
J033253.34-275333.1,21.9,0.1,19.85,0.12,0.88,0.27,0.523,0.06,57.3,1,1,53.222246,-27.89254
J033250.73-275225.2,20.6,0.08,34.76,0.1,0.87,0.24,0.223,0.052,-48.6,1,1,53.211376,-27.873664
J033250.89-275217.2,23.21,0.11,11.35,0.14,1.14,0.3,0.693,0.061,34.8,1,1,53.212037,-27.871434
J033252.83-275327.1,23.79,0.13,7.05,0.2,4.31,0.8,0.631,0.038,53.2,1,1,53.220131,-27.890868
J033250.59-275226.2,23.87,0.11,10.34,0.13,0.79,0.28,0.438,0.062,-70.0,1,1,53.210775,-27.873953
J033251.33-275257.7,23.78,0.1,5.93,0.13,1.55,0.36,0.632,0.054,-52.0,1,1,53.213859,-27.882702
J033249.58-275203.1,20.77,0.07,18.61,0.08,0.72,0.22,0.472,0.047,-68.0,1,1,53.206584,-27.867528
J033252.39-275343.8,22.36,0.19,30.8,0.22,1.92,0.53,0.706,0.065,37.3,1,1,53.218275,-27.895497
J033251.18-275259.4,22.74,0.11,24.61,0.13,1.0,0.28,0.26,0.063,56.5,1,1,53.213249,-27.883163
J033251.17-275308.4,21.76,0.11,28.54,0.13,0.5,0.28,0.468,0.063,-66.6,1,1,53.213214,-27.885656
J033250.33-275246.8,22.35,0.1,12.79,0.16,4.1,0.71,0.365,0.036,7.1,1,1,53.2097,-27.879672
J033249.91-275227.8,23.04,0.18,13.79,0.25,8.0,0.85,0.658,0.041,58.4,0,0,53.207946,-27.874396
J033250.94-275311.9,23.4,0.15,12.35,0.21,3.44,0.73,0.491,0.043,-39.1,1,1,53.212265,-27.886635
J033250.14-275251.9,22.11,0.07,6.63,0.12,4.11,0.54,0.763,0.032,19.6,1,1,53.208915,-27.881096
J033248.84-275222.2,20.7,0.08,28.65,0.1,0.69,0.24,0.294,0.052,70.0,1,1,53.203501,-27.872823
J033250.55-275318.1,23.28,0.13,10.32,0.19,3.05,0.64,0.56,0.045,-69.5,1,1,53.210616,-27.888353
J033250.22-275312.3,23.58,0.08,4.66,0.14,4.29,0.63,0.595,0.034,-19.0,1,1,53.209241,-27.886737
J033250.68-275337.1,23.25,0.1,11.07,0.13,0.52,0.27,0.535,0.061,-20.0,1,1,53.211153,-27.893637
J033250.25-275334.6,23.24,0.12,19.74,0.14,0.92,0.3,0.363,0.065,85.4,1,1,53.209386,-27.892946
J033247.64-275207.4,22.84,0.1,10.68,0.13,0.98,0.27,0.84,0.061,-7.7,1,1,53.198503,-27.868716
J033248.27-275233.3,23.94,0.06,3.39,0.09,2.69,0.36,0.422,0.033,54.3,1,1,53.201134,-27.875929
J033248.18-275256.7,19.24,0.19,76.99,0.26,8.0,0.87,0.799,0.042,77.0,0,0,53.200754,-27.882413
J033249.30-275326.1,22.83,0.01,0.3,0.01,4.85,0.01,0.062,0.011,-76.9,0,0,53.205422,-27.89057
J033247.74-275234.6,23.69,0.1,12.83,0.13,0.86,0.27,0.259,0.061,-48.1,1,1,53.198907,-27.876289
J033247.68-275236.5,22.73,0.1,10.03,0.12,0.9,0.27,0.634,0.058,-31.2,1,1,53.19865,-27.876812
J033249.35-275345.9,20.75,0.08,19.12,0.09,0.35,0.23,0.547,0.05,38.3,1,1,53.205626,-27.896089
J033248.82-275324.8,23.26,0.1,7.97,0.13,1.61,0.37,0.582,0.054,-46.7,1,1,53.203432,-27.890224
J033247.56-275243.2,21.75,0.03,3.2,0.06,1.49,0.1,0.883,0.018,22.6,1,1,53.198186,-27.87867
J033247.22-275231.7,21.96,0.11,16.65,0.13,1.35,0.33,0.664,0.058,-63.9,1,1,53.196735,-27.875476
J033245.91-275219.6,22.89,0.11,21.64,0.13,0.43,0.28,0.292,0.063,13.7,1,1,53.191296,-27.872115
J033246.33-275234.1,23.48,0.12,11.29,0.15,1.5,0.37,0.579,0.059,-27.6,1,1,53.193038,-27.876143
J033245.88-275222.6,22.02,0.1,21.84,0.13,1.51,0.36,0.262,0.055,-77.9,1,1,53.191178,-27.872947
J033247.02-275307.7,23.04,0.08,10.6,0.1,1.39,0.29,0.232,0.049,-66.8,1,1,53.19592,-27.885461
J033246.38-275242.6,24.09,0.1,7.08,0.12,0.9,0.27,0.553,0.06,58.2,1,1,53.193235,-27.878497
J033249.09-275350.2,23.08,0.07,8.61,0.09,0.48,0.23,0.3,0.049,75.9,1,1,53.204557,-27.897266
J033248.37-275325.9,22.99,0.12,13.6,0.14,1.18,0.32,0.663,0.062,-70.0,1,1,53.201553,-27.890528
J033246.78-275229.9,22.52,0.12,20.17,0.16,1.68,0.41,0.422,0.057,-82.6,1,1,53.194936,-27.874972
J033247.73-275320.1,19.43,0.01,0.3,0.19,1.12,1.12,0.051,0.001,-47.9,0,0,53.198891,-27.888914
J033245.71-275219.7,23.42,0.1,8.53,0.12,0.35,0.27,0.594,0.059,36.9,1,1,53.190466,-27.872128
J033246.62-275244.9,22.66,0.1,14.44,0.12,1.14,0.29,0.389,0.058,16.2,1,1,53.19423,-27.879136
J033248.16-275330.7,23.81,0.11,15.89,0.13,0.46,0.28,0.219,0.063,72.6,1,1,53.200662,-27.891853
J033259.74-275132.6,23.67,0.11,18.86,0.13,0.53,0.28,0.188,0.063,-46.0,1,1,53.248925,-27.859066
J033259.52-275137.2,24.6,0.12,7.13,0.14,0.2,0.29,0.735,0.065,34.7,0,0,53.24798,-27.860321
J033258.58-275111.5,24.28,0.11,5.41,0.15,2.08,0.46,0.622,0.052,-73.3,1,1,53.244069,-27.85319
J033259.15-275135.1,25.22,0.08,2.89,0.14,3.45,0.57,0.375,0.037,-69.4,1,0,53.246442,-27.859741
J033259.01-275140.0,23.8,0.14,13.74,0.16,1.14,0.34,0.647,0.066,57.9,1,1,53.245879,-27.8611
J033258.95-275141.6,24.74,0.12,12.48,0.14,0.85,0.29,0.179,0.064,-67.4,1,0,53.245633,-27.861565
J033259.23-275203.9,23.22,0.5,59.38,0.47,5.91,1.13,0.365,0.069,85.8,1,0,53.246776,-27.867757
J033258.04-275129.7,23.94,0.12,9.43,0.14,0.26,0.3,0.832,0.065,-4.7,1,1,53.241853,-27.858251
J033259.34-275230.4,24.44,0.13,7.93,0.14,1.01,0.3,0.817,0.065,13.4,1,1,53.247242,-27.875104
J033259.25-275230.9,23.82,0.03,1.63,0.06,8.0,0.36,0.607,0.022,-82.1,0,0,53.246859,-27.875261
J033259.55-275303.3,24.28,0.1,10.57,0.13,1.32,0.32,0.153,0.057,-39.6,1,1,53.24812,-27.884244
J033257.51-275150.0,24.37,0.15,6.04,0.22,6.29,0.82,0.688,0.039,-17.7,1,0,53.239637,-27.863886
J033256.96-275133.2,23.96,0.16,18.2,0.18,1.34,0.4,0.417,0.067,-72.6,1,1,53.237338,-27.859232
J033258.59-275236.5,24.32,0.04,2.72,0.07,7.94,0.38,0.194,0.024,86.3,1,0,53.244132,-27.876801
J033257.17-275145.1,24.38,0.03,4.87,0.06,0.94,0.07,0.039,0.018,-50.5,1,0,53.2382,-27.862524
J033259.63-275315.5,24.65,0.12,6.46,0.16,2.35,0.51,0.356,0.05,22.8,1,1,53.248442,-27.887635
J033259.89-275328.8,24.22,0.29,23.85,0.34,4.53,1.0,0.222,0.053,-29.3,1,0,53.249555,-27.891341
J033300.15-275338.0,24.61,0.2,7.78,0.27,8.0,0.89,0.65,0.044,68.3,0,0,53.250631,-27.893894
J033259.51-275315.9,24.28,0.12,6.87,0.16,1.95,0.45,0.627,0.054,-42.9,1,1,53.247975,-27.887753
J033256.35-275123.9,25.03,0.09,5.28,0.13,1.98,0.42,0.215,0.05,-48.8,1,0,53.234802,-27.856652
J033257.87-275220.7,24.63,0.03,2.19,0.05,8.0,0.35,0.138,0.021,-2.1,0,0,53.241106,-27.87243
J033258.02-275227.6,24.31,0.1,9.17,0.12,0.2,0.27,0.22,0.059,-70.7,0,0,53.24174,-27.874347
J033257.78-275223.5,24.67,0.11,5.82,0.13,0.7,0.28,0.623,0.062,-53.8,1,0,53.240735,-27.873187
J033256.81-275153.9,24.23,0.11,9.57,0.14,0.98,0.29,0.456,0.063,40.2,1,1,53.236716,-27.864962
J033257.10-275210.0,24.31,0.15,7.01,0.22,3.81,0.79,0.565,0.04,3.0,1,1,53.23793,-27.869453
J033258.75-275312.2,24.51,0.16,7.67,0.23,4.86,0.83,0.42,0.039,22.9,1,0,53.244808,-27.886733
J033258.70-275311.0,24.97,0.06,3.95,0.08,0.2,0.21,0.174,0.044,-81.4,0,0,53.244591,-27.886394
J033258.37-275301.3,24.01,0.02,3.85,0.04,8.0,0.27,0.025,0.016,15.2,0,0,53.243221,-27.883691
J033258.55-275307.9,24.79,0.11,7.45,0.13,0.2,0.28,0.309,0.061,65.0,0,0,53.24395,-27.885534
J033258.66-275313.0,25.12,0.09,4.94,0.11,0.2,0.26,0.255,0.057,-63.2,0,0,53.244426,-27.886935
J033258.54-275310.7,24.13,0.11,6.54,0.13,0.69,0.28,0.739,0.061,-81.6,1,1,53.243907,-27.886308
J033259.01-275332.2,24.7,0.15,8.54,0.18,1.85,0.47,0.505,0.059,7.2,1,1,53.245866,-27.892279
J033258.89-275335.7,23.57,0.14,16.6,0.15,0.75,0.31,0.523,0.067,8.7,1,1,53.245381,-27.893254
J033257.25-275239.0,23.86,0.13,12.59,0.14,0.2,0.3,0.529,0.065,76.1,0,0,53.238535,-27.877499
J033257.95-275304.0,24.35,0.09,4.47,0.11,1.39,0.31,0.504,0.052,71.5,1,1,53.241447,-27.884439
J033257.40-275247.3,25.36,0.08,1.94,0.09,0.2,0.23,0.75,0.05,-54.6,0,0,53.23918,-27.879797
J033257.29-275253.9,24.46,0.24,11.28,0.31,4.61,0.96,0.568,0.05,-36.5,1,0,53.2387,-27.88163
J033254.99-275136.8,22.64,0.23,32.91,0.25,2.16,0.61,0.688,0.067,-65.5,1,0,53.229113,-27.860225
